,entity_id,distribution,q_id
17414,340424,{'Anemia due to chronic kidney disease': 0},39
17415,340425,{'Dry cough': 1},39
17416,340430,"{'Serious fungal infections': 1, 'Fungal infections': 2}",39
17417,340435,{'Fungal infections': 3},39
17418,340442,"{'Cough with mucus': 1, 'Cough': 1}",39
17419,340443,{'Allergic disorders': 0},39
17420,340445,"{'Cough': 3, 'Cough with mucus': 2}",39
17421,340447,{'Constipation': 1},39
17422,340456,{'Anemia due to chronic kidney disease': 1},39
17423,340460,{'Others': 0},39
17424,209391,"{'Anaesthesia': 0, 'Allergic disorders': 0}",39
17425,209394,{'Bacterial infections': 0},39
17426,340466,"{'Increased blood pressure': 2, 'Fluid retention': 2}",39
17427,340476,{'Type 2 diabetes': 1},39
17428,340478,{'Type 2 diabetes': 1},39
17429,340479,{'Type 2 diabetes': 0},39
17430,340480,{'dental pain': 1},39
17431,209413,"{'Erectile dysfunction': 6, 'Pulmonary hypertension': 0}",39
17432,340485,{'Increased blood pressure': 1},39
17433,340488,{'Increased cholesterol levels in blood': 0},39
17434,340514,"{'Severe allergic reaction': 0, 'Allergic disorders': 1, 'Bacterial infections': 0}",39
17435,340515,{'Increased blood pressure': 0},39
17436,340517,"{'Asthma': 3, 'Others': 1}",39
17437,340518,{'Benign prostatic hyperplasia': 1},39
17438,340520,"{'Heart attack': 1, 'Increased LDL levels in blood': 2}",39
17439,340521,"{'Others': 1, 'Increased cholesterol levels in blood': 1}",39
17440,340522,"{'Anaesthesia': 5, 'Headache': 3, 'Others': 1}",39
17441,340524,{'Increased blood pressure': 0},39
17442,340527,"{'Others': 0, 'Asthma': 4}",39
17443,340528,{'Bacterial infections': 1},39
17444,340533,{'Fungal infections': 2},39
17445,340537,"{'Genital Herpes infection': 0, 'Herpes zoster': 0, 'Others': 0, 'Herpes labialis': 1}",39
17446,340538,"{'Serious fungal infections': 13, 'Fungal infections': 12}",39
17447,340539,{'Acne': 2},39
17448,340540,{'Fungal infections': 2},39
17449,340544,{'Allergic disorders': 0},39
17450,340554,{'Angina': 1},39
17451,340556,{'Others': 1},39
17452,209501,{'Morning sickness': 3},39
17453,340574,{'Benign prostatic hyperplasia': 1},39
17454,340575,"{'Fever': 0, 'Headache': 0}",39
17455,340578,"{'Allergic disorders': 0, 'Anaesthesia': 1}",39
17456,340581,{'Skin disorders': 0},39
17457,340583,"{'Nasal congestion': 1, 'Allergic disorders': 1}",39
17458,340614,{'Rheumatic disorder': 1},39
17459,340640,{'Fungal infections': 11},39
17460,209575,"{'Pain during menstruation': 0, 'Fever': 0, 'Arthralgia': 0, 'Headache': 0}",39
17461,340657,{'Fungal infections': 0},39
17462,340661,{'Cancer': 1},39
17463,340664,"{'Cough': 1, 'Nasal congestion': 0}",39
17464,209604,{'Anaesthesia': 1},39
17465,340676,{'Type 2 diabetes': 2},39
17466,340679,"{'Increased blood pressure': 36, 'Diabetic kidney disease': 35, 'Heart attack': 1}",39
17467,340680,"{'Bacterial skin infections': 1, 'Bacterial infections': 1}",39
17468,209636,"{'Muscle relaxation': 2, 'Arthralgia': 2}",39
17469,209650,{'Acidity': 1},39
17470,340746,{'Hair loss': 0},39
17471,340749,{'Dry cough': 4},39
17472,209684,{'Dry cough': 0},39
17473,340758,{'Cough': 0},39
17474,340760,{'Cough': 0},39
17475,340762,"{'Non-alcoholic fatty liver': 0, 'Cholestatic liver diseases': 1, 'Alcoholic fatty liver disease': 1}",39
17476,340763,"{'Diabetic kidney disease': 2, 'Increased blood pressure': 2}",39
17477,340764,"{'Increased triglycerides levels in blood': 1, 'Increased LDL levels in blood': 0, 'Increased cholesterol levels in blood': 1}",39
17478,209696,"{'Others': 1, 'Melasma': 0, 'Acne': 1}",39
17479,340774,"{'Osteoarthritis': 3, 'Nutritional deficiencies': 3, 'muscular pain': 2, 'Others': 1}",39
17480,340790,"{'oral lichen planus': 1, 'Anaesthesia': 3, 'Skin disorders': 4, 'Others': 0}",39
17481,340801,"{'Increased blood pressure': 10, 'Diabetic kidney disease': 2, 'Others': 2}",39
17482,340802,"{'Severe allergic reaction': 0, 'Allergic disorders': 1, 'Cancer': 0}",39
17483,340803,{'Increased blood pressure': 1},39
17484,340820,{'Motion sickness': 0},39
17485,340824,"{'Fever': 2, 'Myalgia': 3, 'dental pain': 4, 'Headache': 2, 'Arthralgia': 0}",39
17486,340825,{'Hair loss': 2},39
17487,340826,{'Others': 0},39
17488,340829,{'Others': 1},39
17489,340831,{'Bacterial infections': 1},39
17490,340833,{'Muscle relaxation': 1},39
17491,340846,"{'Increased cholesterol levels in blood': 1, 'Increased triglycerides levels in blood': 2}",39
17492,340848,{'Increased blood pressure': 2},39
17493,340850,{'Increased blood pressure': 1},39
17494,340853,"{'Increased blood pressure': 3, 'Diabetic kidney disease': 4}",39
17495,340854,"{'Diabetic kidney disease': 3, 'Increased blood pressure': 4, 'Heart attack': 1}",39
17496,209783,"{'Headache': 0, 'Fever': 1, 'Arthralgia': 1}",39
17497,340856,{'Fungal infections': 0},39
17498,340860,{'Diabetic kidney disease': 1},39
17499,340878,{'Increased blood pressure': 0},39
17500,209820,"{'Headache': 0, 'Myalgia': 0, 'Arthralgia': 0}",39
17501,340905,{'Tuberculosis': 0},39
17502,340909,{'Bloating': 0},39
17503,340912,"{'Arthralgia': 0, 'Headache': 0, 'Myalgia': 1, 'Others': 0}",39
17504,209856,{'Pain during menstruation': 0},39
17505,209868,{'Anaesthesia': 0},39
17506,340951,{'Asthma': 1},39
17507,340952,{'Erectile dysfunction': 1},39
17508,340953,{'Chronic obstructive pulmonary disorder': 1},39
17509,340955,{'Erectile dysfunction': 1},39
17510,340957,{'Atopic dermatitis': 2},39
17511,340961,{'Liver cancer': 1},39
17512,209897,"{'Bacterial infections': 1, 'Eye and ear infection': 0}",39
17513,340979,{'Dandruff': 1},39
17514,340990,"{'Functional dyspepsia': 1, 'Others': 1}",39
17515,340997,{'Fungal infections': 1},39
17516,340999,{'Type 2 diabetes': 2},39
17517,341009,"{'Contraception': 2, 'Others': 1, 'Hormone Replacement Therapy': 1, 'Failure of ovarian development': 1}",39
17518,341036,{'Myalgia': 1},39
17519,341045,"{'Skin disorders': 5, 'Fungal infections': 5, 'Allergic disorders': 1, 'Bacterial infections': 4}",39
17520,341051,"{'Cough with mucus': 1, 'Cough': 0}",39
17521,209979,"{'Others': 0, 'Anaesthesia': 0}",39
17522,341056,{},39
17523,341062,{'Bacterial infections': 0},39
17524,341068,{'Others': 1},39
17525,341069,{'Arthralgia': 0},39
17526,341070,{},39
17527,341074,{'Rheumatic disorder': 0},39
17528,341075,{'Bacterial infections': 1},39
17529,341077,{'Overactive urinary bladder': 1},39
17530,210007,{'Fungal infections': 1},39
17531,341083,{'Fungal infections': 3},39
17532,341084,{'Bacterial infections': 0},39
17533,210029,{},39
17534,341105,"{'Severe allergic reaction': 3, 'Asthma': 1, 'Skin disorders': 3, 'Others': 0}",39
17535,341112,{'Nasal congestion': 1},39
17536,341114,{'Increased blood pressure': 2},39
17537,341116,"{'Increased blood pressure': 5, 'Hypertensive emergency': 0}",39
17538,341126,{'Allergic disorders': 1},39
17539,341127,{'Psoriasis': 1},39
17540,341128,"{'Increased blood pressure': 1, 'Diabetic kidney disease': 0}",39
17541,341129,{'Others': 1},39
17542,341132,"{'Diabetic kidney disease': 2, 'Increased blood pressure': 3}",39
17543,341139,{'Glaucoma': 2},39
17544,341141,{'Increased blood pressure': 1},39
17545,341147,{'Fungal infections': 2},39
17546,341148,"{'Asthma': 1, 'Others': 0}",39
17547,341151,{'Fungal infections': 2},39
17548,341152,{'Anxiety disorder': 1},39
17549,341153,{'Others': 1},39
17550,341159,{'Skin disorders': 1},39
17551,210093,"{'Nausea': 0, 'Vomiting': 0}",39
17552,341168,{'Premenstural syndrome': 1},39
17553,341169,{'Bacterial infections': 0},39
17554,341173,{'Increased blood pressure': 1},39
17555,210107,{'Fungal infections': 1},39
17556,341182,{'Myalgia': 0},39
17557,341183,{'Arthralgia': 0},39
17558,210112,"{'Nasal congestion': 0, 'Dry cough': 0}",39
17559,341185,{},39
17560,341189,{'Neuropathic pain': 0},39
17561,341190,{'Skin disorders': 0},39
17562,341192,{'Bacterial infections': 0},39
17563,341194,{'Bacterial infections': 1},39
17564,341196,"{'Skin disorders': 0, 'Fungal infections': 2}",39
17565,210131,"{'Others': 0, 'Myalgia': 0, 'Headache': 0, 'Arthralgia': 2, 'dental pain': 0}",39
17566,341204,{'Diabetic kidney disease': 1},39
17567,341208,{'Cough with mucus': 1},39
17568,341209,"{'Increased blood pressure': 3, 'Diabetic kidney disease': 1, 'Heart attack': 1}",39
17569,341210,"{'Increased blood pressure': 2, 'Heart attack': 0, 'Diabetic kidney disease': 0}",39
17570,341213,{'Increased blood pressure': 1},39
17571,210141,"{'Fever': 0, 'Arthralgia': 0, 'Myalgia': 1}",39
17572,341215,{'Others': 1},39
17573,341227,{'Female Infertility': 1},39
17574,341228,{'Fungal infections': 3},39
17575,341229,{'Arthralgia': 0},39
17576,341232,{'Depression': 1},39
17577,341236,"{'Serious fungal infections': 1, 'Fungal infections': 1}",39
17578,341239,{'Serious fungal infections': 0},39
17579,341240,{'Type 2 diabetes': 1},39
17580,341241,"{'Increased blood pressure': 1, 'Diabetic kidney disease': 0}",39
17581,210168,"{'Fungal infections': 1, 'Serious fungal infections': 0}",39
17582,341243,{'Increased blood pressure': 0},39
17583,341253,{'Schizophrenia': 0},39
17584,341262,{},39
17585,341263,{'Stroke': 1},39
17586,341272,{'Muscle relaxation': 1},39
17587,341273,{'Dandruff': 1},39
17588,341296,"{'Others': 0, 'Dandruff': 0, 'Dermatitis': 0, 'Psoriasis': 1}",39
17589,341301,"{'Others': 3, 'Acidity': 1}",39
17590,341303,{'Asthma': 0},39
17591,341304,"{'Cancer': 2, 'Others': 1}",39
17592,341305,{},39
17593,341307,{'Anemia due to chronic kidney disease': 1},39
17594,341311,{'Cancer of colon and rectum': 0},39
17595,341317,{'Erectile dysfunction': 0},39
17596,341320,{'Osteoarthritis': 0},39
17597,341339,{'Motion sickness': 1},39
17598,341348,{'Bacterial infections': 1},39
17599,341351,{'premature ejaculation': 1},39
17600,341353,{'Induction of labour': 0},39
17601,341355,{'Obsessive-compulsive disorder': 0},39
17602,341363,{'Erectile dysfunction': 3},39
17603,341364,{'Breast cancer': 2},39
17604,341365,{'Breast cancer': 1},39
17605,341368,{'Anxiety disorder': 1},39
17606,341374,{'Bacterial infections': 1},39
17607,210303,{},39
17608,341379,{'Polycystic ovary syndrome': 1},39
17609,341388,{'Acne': 0},39
17610,341393,{'Others': 1},39
17611,341396,{'Swelling': 0},39
17612,341399,{'Type 2 diabetes': 3},39
17613,341405,{'Increased blood pressure': 1},39
17614,210333,{'Arthralgia': 1},39
17615,341406,{'Local Anaesthesia': 0},39
17616,341408,{'Others': 1},39
17617,341416,{'Non-alcoholic fatty liver': 1},39
17618,341418,{'Others': 1},39
17619,341422,{'Vomiting': 1},39
17620,341432,{'Dry eye': 0},39
17621,341436,{'Erectile dysfunction': 2},39
17622,341438,{'Erectile dysfunction': 2},39
17623,341441,{'Type 2 diabetes': 1},39
17624,210369,{},39
17625,341443,{'Asthma': 1},39
17626,210374,{'Schizophrenia': 1},39
17627,341446,{'Transplant rejection of kidney': 1},39
17628,341454,{'Others': 0},39
17629,341455,{'Nutritional deficiencies': 3},39
17630,341458,{},39
17631,341466,{'Bacterial infections': 0},39
17632,341481,{'Pain': 0},39
17633,341487,{'Chronic hepatitis C virus': 1},39
17634,341488,{'Increased triglycerides levels in blood': 0},39
17635,341490,"{'Anaesthesia': 3, 'Skin disorders': 2}",39
17636,341494,{'Organ transplantation': 0},39
17637,341496,"{'Others': 2, 'Benign prostatic hyperplasia': 1}",39
17638,341497,"{'Type 2 diabetes': 6, 'Polycystic ovary syndrome': 7, 'Others': 0}",39
17639,341501,{'Type 2 diabetes': 0},39
17640,341503,{'Fungal infections': 4},39
17641,341520,{'Blood cancer': 0},39
17642,341523,{'Breast cancer': 2},39
17643,341525,{'Allergic disorders': 1},39
17644,341529,{'Menstural pain': 1},39
17645,341535,{'Muscle relaxation': 0},39
17646,341536,"{'Age related memory loss': 1, 'Others': 1}",39
17647,210470,"{'Fever': 3, 'Arthralgia': 2, 'Headache': 0, 'Myalgia': 2, 'Others': 0, 'dental pain': 0}",39
17648,341543,{},39
17649,210472,{'Bacterial infections': 0},39
17650,341546,"{'Heartburn': 1, 'Others': 1}",39
17651,341551,{},39
17652,341565,{'Anemia due to chronic kidney disease': 0},39
17653,341571,{'Stomach ulcers': 1},39
17654,341572,{'Increased blood pressure': 1},39
17655,341573,{'Increased blood pressure': 1},39
17656,341579,{'Type 2 diabetes': 1},39
17657,341582,"{'Type 2 diabetes': 1, 'Type 1 diabetes': 0}",39
17658,341585,{'Diseases of respiratory tract': 1},39
17659,341586,{'Nutritional deficiencies': 1},39
17660,341587,{'Others': 0},39
17661,341590,"{'Headache': 0, 'Myalgia': 1}",39
17662,341600,{'Inflammation of the uvea': 0},39
17663,341611,{'Bleeding': 0},39
17664,341613,{'Cancer of colon and rectum': 0},39
17665,341619,{'Bacterial skin infections': 1},39
17666,341623,{'Increased blood pressure': 0},39
17667,210551,"{'Irritable bowel syndrome': 1, 'Abdominal Pain': 0}",39
17668,341624,{'Bacterial infections': 1},39
17669,210556,{'Rubella': 0},39
17670,341629,{'Increased blood pressure': 1},39
17671,341630,{},39
17672,341631,{'Nasal congestion': 1},39
17673,341637,{'Mantle-cell lymphoma': 0},39
17674,341654,{'Arthralgia': 0},39
17675,341656,{'Organ transplantation': 1},39
17676,341667,{'Acidity': 0},39
17677,341671,{'Organ transplantation': 1},39
17678,210602,{'Acidity': 0},39
17679,341679,{'Nutritional defeciencies': 0},39
17680,341680,{'Bacterial infections': 0},39
17681,210612,{'Anaesthesia': 1},39
17682,341688,"{'Premenstural syndrome': 0, 'Hormone Replacement Therapy': 1}",39
17683,341689,{'Stomach ulcers': 0},39
17684,341691,"{'Anxiety disorder': 1, 'Depression': 1}",39
17685,341692,{'Pancreatic cancer': 0},39
17686,341694,{'Fungal infections': 0},39
17687,341697,{'Fungal infections': 0},39
17688,341702,{'Increased blood pressure': 2},39
17689,341703,{'Increased blood pressure': 3},39
17690,341705,"{'Serious fungal infections': 0, 'Fungal infections': 1}",39
17691,341714,{'Functional dyspepsia': 2},39
17692,341717,{'Anxiety disorder': 0},39
17693,341721,{'Muscle relaxation': 1},39
17694,210650,{},39
17695,341724,"{'Fungal infections': 9, 'Skin disorders': 8, 'Anaesthesia': 4, 'Allergic disorders': 10, 'Asthma': 7}",39
17696,341729,{'Increased blood pressure': 1},39
17697,341730,{'Increased blood pressure': 2},39
17698,210657,{'Fungal infections': 0},39
17699,341734,"{'Increased blood pressure': 1, 'Heart attack': 1, 'Diabetic kidney disease': 1}",39
17700,341736,{},39
17701,341738,"{'Increased blood pressure': 1, 'Diabetic kidney disease': 1}",39
17702,341740,{'Erectile dysfunction': 1},39
17703,341741,"{'Bacterial skin infections': 2, 'Bacterial infections': 3}",39
17704,341743,{'Others': 0},39
17705,341744,{'Fungal infections': 0},39
17706,341752,"{'Fungal infections': 1, 'Serious fungal infections': 1}",39
17707,341762,"{'Dandruff': 0, 'Others': 0, 'Fungal infections': 1}",39
17708,341767,"{'Heart attack': 0, 'Increased blood pressure': 2}",39
17709,341769,"{'Bacterial skin infections': 0, 'Bacterial infections': 2}",39
17710,341771,{'Skin disorders': 0},39
17711,341774,{},39
17712,341775,"{'Type 2 diabetes': 1, 'Type 1 diabetes': 2}",39
17713,341778,{'Increased blood pressure': 1},39
17714,341785,{'Others': 0},39
17715,210715,"{'Anaesthesia': 1, 'Allergic disorders': 0}",39
17716,341788,{'Bacterial infections': 1},39
17717,341789,{'Irritable bowel syndrome': 0},39
17718,341792,{'Glaucoma': 1},39
17719,341803,"{'Heart failure': 0, 'Increased blood pressure': 1, 'Diabetic kidney disease': 0}",39
17720,341805,{'Increased blood pressure': 1},39
17721,341806,{'Increased blood pressure': 0},39
17722,341807,{'Multiple myeloma': 0},39
17723,341811,{'Epilepsy': 1},39
17724,341812,{'Increased blood pressure': 2},39
17725,341814,{'Type 2 diabetes': 2},39
17726,341815,"{'Increased blood pressure': 2, 'Diabetic kidney disease': 0}",39
17727,341817,"{'Fungal infections': 1, 'Others': 0}",39
17728,341819,{'Chronic obstructive pulmonary disorder': 3},39
17729,341822,"{'Acidity': 1, 'Others': 1, 'Vomiting': 1, 'Stomach ulcers': 1}",39
17730,341823,{'Fungal infections': 3},39
17731,341824,"{'Polycystic ovary syndrome': 0, 'Type 2 diabetes': 3}",39
17732,341825,"{'Type 2 diabetes': 6, 'Polycystic ovary syndrome': 6}",39
17733,341827,{'Fungal infections': 2},39
17734,341828,{'Fungal infections': 1},39
17735,341831,{},39
17736,341834,"{'Type 1 diabetes': 2, 'Type 2 diabetes': 3}",39
17737,341838,{'Type 2 diabetes': 1},39
17738,341852,{},39
17739,341858,{'Bacterial infections of urinary tract': 0},39
17740,341861,{'Anemia due to chronic kidney disease': 0},39
17741,341862,"{'Headache': 0, 'Fever': 1}",39
17742,341863,{'Anemia due to chronic kidney disease': 1},39
17743,341866,{'Increased cholesterol levels in blood': 1},39
17744,341867,"{'Erectile dysfunction': 1, 'Others': 0}",39
17745,341870,{'Myalgia': 0},39
17746,341871,{'Erectile dysfunction': 3},39
17747,341872,{'Fungal infections': 4},39
17748,341874,{'Increased blood pressure': 3},39
17749,341877,"{'Increased blood pressure': 9, 'Heart failure': 4}",39
17750,341882,{'Bacterial infections': 2},39
17751,341887,{'Chronic obstructive pulmonary disorder': 1},39
17752,341889,{'Benign prostatic hyperplasia': 1},39
17753,341895,{'Arthralgia': 0},39
17754,341898,{'Cough': 1},39
17755,341904,{},39
17756,341907,{'Fungal infections': 0},39
17757,341908,"{'Serious fungal infections': 3, 'Fungal infections': 3}",39
17758,341912,{'Neuropathic pain': 2},39
17759,341916,{'Atopic dermatitis': 2},39
17760,341917,{'Acne': 0},39
17761,341925,{'Others': 0},39
17762,341931,{'Cough': 1},39
17763,341932,{'Headache': 0},39
17764,341934,{'Others': 1},39
17765,341935,"{'Heartburn': 1, 'Vomiting': 0, 'Acidity': 1}",39
17766,341940,"{'Bacterial infections': 1, 'Fungal infections': 0, 'Severe allergic reaction': 1}",39
17767,341942,{},39
17768,341949,{'Nutritional deficiencies': 1},39
17769,341953,{'Psoriasis': 0},39
17770,341956,{'Mania': 0},39
17771,210888,{'Increased blood pressure': 3},39
17772,341963,"{'Ankylosing Spondylitis': 0, 'Osteoarthritis': 2, 'Rheumatoid Arthritis': 0, 'Arthralgia': 1}",39
17773,210894,{'Constipation': 1},39
17774,341971,{'Others': 1},39
17775,341973,"{'Fungal infections': 4, 'Others': 0}",39
17776,341976,{'Schizophrenia': 2},39
17777,341980,{'Cough': 1},39
17778,342004,{'Serious fungal infections': 1},39
17779,342006,{'Serious fungal infections': 0},39
17780,210938,{'Fever': 1},39
17781,342016,{'Others': 0},39
17782,342031,{'Others': 0},39
17783,342042,"{'Osteoporosis in men': 1, 'Osteoporosis': 3, 'Others': 0}",39
17784,342045,{'Others': 1},39
17785,342046,"{'Serious fungal infections': 0, 'Fungal infections': 1}",39
17786,342050,{'Stomach ulcers': 0},39
17787,342057,{'Allergic disorders': 0},39
17788,342058,{'Cough': 0},39
17789,342059,{'Nasal congestion': 0},39
17790,342062,"{'Rheumatoid Arthritis': 2, 'Organ transplantation': 0}",39
17791,342067,{'Myalgia': 0},39
17792,342086,"{'Psoriasis': 0, 'Dermatitis': 1}",39
17793,342090,{'Others': 0},39
17794,342091,"{""Alzheimer's disease"": 3}",39
17795,342092,"{""Dementia in Parkinson's disease"": 1, ""Alzheimer's disease"": 2}",39
17796,342095,{'Heart failure': 1},39
17797,342103,"{'Fungal infections': 1, 'Skin disorders': 0}",39
17798,342104,{},39
17799,211039,{'Bacterial infections': 1},39
17800,342127,{'Type 2 diabetes': 1},39
17801,342128,{'Increased blood pressure': 4},39
17802,342131,{'Hypothyroidism': 2},39
17803,342134,{},39
17804,342136,{'Increased blood pressure': 0},39
17805,342146,{'Increased blood pressure': 0},39
17806,342148,{'Increased blood pressure': 0},39
17807,342149,"{'Fungal infections': 2, 'Serious fungal infections': 2}",39
17808,342150,{'Serious fungal infections': 1},39
17809,342151,{'Serious fungal infections': 1},39
17810,342152,{'Constipation': 0},39
17811,342172,{'Serious bacterial infections': 1},39
17812,342185,{'Stomach ulcers': 1},39
17813,342186,"{'Skin disorders': 0, 'Asthma': 0}",39
17814,342197,{'Type 2 diabetes': 1},39
17815,342198,"{'Cough': 3, 'Cough with mucus': 4}",39
17816,342200,"{'Dermatitis': 1, 'Psoriasis': 0, 'Keratoses': 1}",39
17817,211134,"{'Arthralgia': 2, 'Myalgia': 2}",39
17818,342211,"{'Fungal infections': 0, 'Serious fungal infections': 1}",39
17819,342213,{'Increased cholesterol levels in blood': 0},39
17820,342216,{'Asthma': 1},39
17821,342245,{'Contraception': 1},39
17822,342247,{'Measles': 0},39
17823,342254,{'Preterm labor': 0},39
17824,342255,"{'Increased blood pressure': 0, 'Others': 0}",39
17825,342258,"{'Others': 1, 'Pain': 0}",39
17826,342261,{'Fungal infections': 4},39
17827,342262,{},39
17828,342268,{'Type 2 diabetes': 2},39
17829,342269,{'Severe allergic reaction': 1},39
17830,342270,"{'Eye and ear infection': 2, 'Bacterial infections': 0}",39
17831,342287,"{'Pain': 5, 'Swelling': 3}",39
17832,342290,{'Infections': 0},39
17833,342293,{},39
17834,342307,"{'Rheumatoid Arthritis': 0, 'Non-Hodgkin lymphoma': 0}",39
17835,342311,{'Asthma': 1},39
17836,342314,{'Rheumatoid Arthritis': 0},39
17837,342316,"{'Type 2 diabetes': 3, 'Others': 1}",39
17838,342320,{'Increased blood pressure': 1},39
17839,211249,{'Allergic disorders': 1},39
17840,342322,{'Serious fungal Infections': 1},39
17841,342324,{},39
17842,342329,{'Bacterial infections': 0},39
17843,211268,"{'Nausea': 1, 'Vomiting': 1, 'Heartburn': 2}",39
17844,342346,{'Increased cholesterol levels in blood': 1},39
17845,342364,{'Increased blood pressure': 1},39
17846,342374,{'Bacterial infections': 0},39
17847,342386,{'Non-small cell lung cancer': 0},39
17848,342397,{'Osteoporosis': 0},39
17849,342413,"{'Contraception': 2, 'Hormone Replacement Therapy': 2}",39
17850,342415,"{'Contraception': 0, 'Hormone Replacement Therapy': 0}",39
17851,342422,{'Fungal infections': 1},39
17852,342433,{'Erectile dysfunction': 1},39
17853,342476,{'Hypothyroidism': 0},39
17854,342495,{},39
17855,342505,"{'Type 1 diabetes': 1, 'Type 2 diabetes': 3}",39
17856,342506,"{'Type 2 diabetes': 2, 'Type 1 diabetes': 0}",39
17857,342552,{'Increased blood pressure': 2},39
17858,342553,{'Increased blood pressure': 0},39
17859,342558,{},39
17860,342559,{'Premenstural syndrome': 0},39
17861,342560,"{'Premenstural syndrome': 2, 'Others': 0}",39
17862,342562,"{'Others': 0, 'Premenstural syndrome': 0}",39
17863,342564,{'Non-alcoholic fatty liver': 1},39
17864,342566,"{'Increased LDL levels in blood': 0, 'Increased cholesterol levels in blood': 1}",39
17865,342571,{'Type 2 diabetes': 1},39
17866,342572,{'Bacterial infections': 0},39
17867,342592,"{'Allergic disorders': 1, 'Anaesthesia': 1}",39
17868,342595,{'Anaesthesia': 0},39
17869,342601,{'Type 2 diabetes': 4},39
17870,342608,{'Bacterial skin infections': 0},39
17871,342612,{'Increased cholesterol levels in blood': 0},39
17872,342614,{},39
17873,342621,{'Acidity': 0},39
17874,342624,"{'Stomach ulcers': 0, 'Acidity': 1}",39
17875,342626,"{'Anxiety': 6, 'Heart attack': 4, 'Increased blood pressure': 6, 'Angina': 6}",39
17876,342627,{'Acidity': 0},39
17877,342628,{'Headache': 1},39
17878,342630,{'Increased blood pressure': 0},39
17879,342648,{'Increased blood pressure': 1},39
17880,342656,{'Fungal infections': 1},39
17881,342660,"{'Fungal infections': 10, 'Others': 1, 'Nail infections': 2}",39
17882,342661,{'Fungal infections': 1},39
17883,342662,{'Fungal infections': 0},39
17884,342666,"{'Increased blood pressure': 0, 'Heart attack': 1}",39
17885,342679,{'Increased blood pressure': 0},39
17886,342680,{'Increased LDL levels in blood': 0},39
17887,342687,{'Glaucoma': 3},39
17888,211620,{'Overactive urinary bladder': 1},39
17889,211627,{'Others': 0},39
17890,211642,"{'Neuropathic pain': 0, 'Others': 0}",39
17891,342719,"{'Migraine': 0, 'Fever': 2, 'Headache': 2}",39
17892,211657,{'Bacterial infections': 0},39
17893,211665,{'Cough': 1},39
17894,211700,{'Bacterial infections': 0},39
17895,342779,{'Increased blood pressure': 1},39
17896,211718,"{'Fever': 2, 'Others': 0, 'Myalgia': 4, 'Arthralgia': 0, 'Headache': 3, 'dental pain': 3, 'Migraine': 0}",39
17897,342836,"{'Diabetic kidney disease': 1, 'Increased blood pressure': 1, 'Heart attack': 0}",39
17898,342843,{'Increased blood pressure': 2},39
17899,342850,"{'Angina': 0, 'Anxiety': 2, 'Increased blood pressure': 2}",39
17900,342851,{'Increased blood pressure': 0},39
17901,342853,{'Increased blood pressure': 0},39
17902,342862,{'Cough': 1},39
17903,342874,{'Hypertensive emergency': 0},39
17904,211810,{'Acidity': 0},39
17905,211825,"{'Increased blood pressure': 5, 'Heart attack': 1, 'Arrhythmias': 2, 'Angina': 1}",39
17906,211834,{'Dandruff': 0},39
17907,211835,{},39
17908,342906,{'Skin disorders': 1},39
17909,211843,{'Migraine': 1},39
17910,342930,{'Bacterial infections': 1},39
17911,342937,{},39
17912,211868,"{'Others': 0, 'Acne': 0}",39
17913,342943,{'Neuropathic pain': 3},39
17914,342960,"{'Melasma': 0, 'Hyperpigmentation': 0}",39
17915,342961,{'Asthma': 1},39
17916,211950,{'Osteoarthritis': 1},39
17917,343032,{'Type 2 diabetes': 1},39
17918,343034,"{'Anaesthesia': 16, 'Severe allergic reaction': 18, 'Asthma': 17, 'Allergic disorders': 17, 'Rheumatic disorder': 18, 'Others': 1, 'Cancer': 15}",39
17919,343042,"{'Acidity': 22, 'Vomiting': 22, 'Heartburn': 20, 'Stomach ulcers': 9, 'Others': 2}",39
17920,343064,{'Type 2 diabetes': 1},39
17921,343095,{'Others': 0},39
17922,343099,{'Headache': 1},39
17923,343108,{'Others': 1},39
17924,343114,{'Anxiety disorder': 1},39
17925,343115,{'Cough': 0},39
17926,343118,{'Ulcerative colitis': 1},39
17927,212047,{'Bacterial infections': 1},39
17928,343123,"{""Huntington's disease"": 1}",39
17929,343128,"{'Type 2 diabetes': 3, 'Type 1 diabetes': 1}",39
17930,343129,{'Type 2 diabetes': 0},39
17931,343130,"{'Nutritional deficiencies': 1, 'Neuropathic pain': 1}",39
17932,212075,{'Increased blood pressure': 0},39
17933,343147,{'Hair loss': 1},39
17934,343149,"{'Increased blood pressure': 0, 'Heart failure': 0, 'Heart attack': 0}",39
17935,343150,"{'Heart failure': 7, 'Increased blood pressure': 5, 'Heart attack': 8, 'Diabetic kidney disease': 0}",39
17936,343151,"{'Heart attack': 0, 'Heart failure': 5, 'Increased blood pressure': 0, 'Diabetic kidney disease': 0}",39
17937,343156,{'Type 2 diabetes': 0},39
17938,343159,{'Bacterial infections': 0},39
17939,343160,{'Hair loss': 1},39
17940,343172,{'Benign prostatic hyperplasia': 1},39
17941,212105,{'Type 2 diabetes': 1},39
17942,343178,"{'Erectile dysfunction': 2, 'Pulmonary hypertension': 1}",39
17943,343177,{'Acne': 2},39
17944,343180,{'Acne': 0},39
17945,343188,{'Cough': 0},39
17946,212117,{'Appetite stimulant': 1},39
17947,343189,{'Anaesthesia': 1},39
17948,212121,{'Type 2 diabetes': 3},39
17949,343195,{'Fungal infections': 3},39
